author;city;district;street;underground
АЛЕКСАНДР-НЕДВИЖИМОСТЬ;Sankt-Peterburg;Tsentral'nyj;Litejnyj;Chernyshevskaja
МК-Элит;Sankt-Peterburg;Tsentral'nyj;Mytninskaja;Ploschad' Vosstanija
Огни Города;Sankt-Peterburg;Tsentral'nyj;Majakovskogo;Chernyshevskaja
Владис Северо-Запад;Sankt-Peterburg;Primorskij;Juntolovo;Komendantskij prospekt
Союз;Sankt-Peterburg;Admiraltejskij;Admiraltejskij;Sadovaja
АН Знаменское;Sankt-Peterburg;Tsentral'nyj;Ligovka-Jamskaja;Ploschad' Vosstanija
МИР КВАРТИР;Sankt-Peterburg;Pushkinskij;Gospital'naja;Kupchino
МИР КВАРТИР;Sankt-Peterburg;Pushkinskij;Gospital'naja;Kupchino
МИР КВАРТИР;Sankt-Peterburg;Vasileostrovskij;11-ja Vasil'evskogo ostrova linija;Vasileostrovskaja
ПИК;Sankt-Peterburg;Vasileostrovskij;Gavan';Primorskaja
Константин Новицкий;Sankt-Peterburg;Vasileostrovskij;7-ja Vasil'evskogo ostrova linija;Vasileostrovskaja
Никита Лабецкий;Sankt-Peterburg;Tsentral'nyj;Mohovaja;Gostinyj dvor
Любовь Михайлова;Sankt-Peterburg;Kirovskij;Dachnoe;Prospekt Veteranov
НЕВА Недвижимость;Sankt-Peterburg;Tsentral'nyj;Majakovskogo;Majakovskaja
Бюро Недвижимости;Sankt-Peterburg;Tsentral'nyj;Smol'ninskoe;Chernyshevskaja
Адвекс;Sankt-Peterburg;Admiraltejskij;Admiraltejskij;Admiraltejskaja
Дом мечты;Sankt-Peterburg;Primorskij;Primorskij prospekt;Staraja Derevnja
Адвекс;Sankt-Peterburg;Admiraltejskij;Galernaja;Admiraltejskaja
Exclusive Estate;Sankt-Peterburg;Tsentral'nyj;Furshtatskaja;Chernyshevskaja
Риэлторские Услуги;Sankt-Peterburg;Tsentral'nyj;Sotsialisticheskaja;Zvenigorodskaja
МАКРОМИР НЕДВИЖИМОСТЬ;Sankt-Peterburg;Tsentral'nyj;Pushkinskaja;Majakovskaja
Адвекс;Sankt-Peterburg;Tsentral'nyj;Marata;Zvenigorodskaja
Жилфонд - Калининский;Sankt-Peterburg;Petrogradskij;Monchegorskaja;Chkalovskaja
Торговый дом недвижимости;Sankt-Peterburg;Tsentral'nyj;Litejnyj;Chernyshevskaja
Панорама;Sankt-Peterburg;Admiraltejskij;Semenovskij;Tehnologicheskij institut
Бекар;Sankt-Peterburg;Tsentral'nyj;Litejnyj;Chernyshevskaja
ЮСОН;Sankt-Peterburg;Tsentral'nyj;Paradnaja;Chernyshevskaja
Школа Недвижимости;Sankt-Peterburg;Admiraltejskij;Mozhajskaja;Pushkinskaja
ЭСТЭЙТ-КОНСАЛТИНГ;Sankt-Peterburg;Kirovskij;Narvskij;Kirovskij zavod
Елизавета Уварова;Sankt-Peterburg;Vyborgskij;Novorossijskaja;Lesnaja
Петербургская Недвижимость;Sankt-Peterburg;Petrogradskij;Aptekarskij ostrov;Petrogradskaja
НЕВА Недвижимость;Sankt-Peterburg;Admiraltejskij;Sadovaja;Baltijskaja
ЮСОН;Sankt-Peterburg;Tsentral'nyj;Borovaja;Ligovskij prospekt
Адвекс;Sankt-Peterburg;Tsentral'nyj;Vosstanija;Chernyshevskaja
Дом мечты;Sankt-Peterburg;Primorskij;1-ja Utinaja;Ozerki
Итака;Sankt-Peterburg;Admiraltejskij;Jakubovicha;Admiraltejskaja
Адвекс;Sankt-Peterburg;Vasileostrovskij;Nahimova;Primorskaja
Консенсус;Sankt-Peterburg;Vasileostrovskij;Repina;Sportivnaja
Century 21 Гарант;Sankt-Peterburg;Primorskij;Rjabinovaja;Udel'naja
Центр Жилищного Кредитования;Sankt-Peterburg;Tsentral'nyj;Starorusskaja;Ploschad' Aleksandra Nevskogo
Никита Лабецкий;Sankt-Peterburg;Krasnosel'skij;Marshala Kazakova;Avtovo
АНТАРЕС трейд;Sankt-Peterburg;Petrogradskij;Aptekarskij ostrov;Petrogradskaja
А и Б Агентство Недвижимости и Бизнес партнёры;Sankt-Peterburg;Vyborgskij;prospekt Prosveschenija;Prospekt Prosveschenija
Ваш Адрес;Sankt-Peterburg;Admiraltejskij;Jakubovicha;Admiraltejskaja
ПетербургНедвижимость;Sankt-Peterburg;Tsentral'nyj;Mohovaja;Chernyshevskaja
Адвекс;Sankt-Peterburg;Admiraltejskij;Kolomna;Sadovaja
ПРОСПЕКТ;Sankt-Peterburg;Kirovskij;Leni Golikova;Prospekt Veteranov
МАКРОМИР НЕДВИЖИМОСТЬ;Sankt-Peterburg;Nevskij;Obuhovskij;Obuhovo
Городское агентство недвижимости;Sankt-Peterburg;Vyborgskij;Enotaevskaja;Udel'naja
Панорама;Sankt-Peterburg;Vyborgskij;Gdan'skaja;Udel'naja
Эрмитаж Галерея Недвижимости;Sankt-Peterburg;Tsentral'nyj;6-ja Sovetskaja;Ploschad' Vosstanija
Андрей Александрович Васин;Sankt-Peterburg;Petrogradskij;Graftio;Petrogradskaja
Петербургская Риэлторская Компания;Sankt-Peterburg;Petrogradskij;Bol'shaja Monetnaja;Gor'kovskaja
Адвекс;Sankt-Peterburg;Tsentral'nyj;Nekrasova;Ploschad' Vosstanija
Адвекс;Sankt-Peterburg;Admiraltejskij;Admiraltejskij;Admiraltejskaja
Ваш Дом;Sankt-Peterburg;Moskovskij;Zvezdnoe;Zvezdnaja
АТЛАНТА;Sankt-Peterburg;Kalininskij;Akademika Lebedeva;Ploschad' Lenina
Школа Недвижимости;Sankt-Peterburg;Tsentral'nyj;Ligovka-Jamskaja;Ploschad' Vosstanija
Оксана Карпова;Sankt-Peterburg;Petrogradskij;Aptekarskij ostrov;Petrogradskaja
Дом мечты;Sankt-Peterburg;Primorskij;Primorskij prospekt;Staraja Derevnja
Первое Красносельское;Sankt-Peterburg;Admiraltejskij;Dekabristov;Baltijskaja
Невский простор;Sankt-Peterburg;Frunzenskij;Tambovskaja;Obvodnyj kanal
8 ЭТАЖ;Sankt-Peterburg;Tsentral'nyj;Litejnyj;Chernyshevskaja
НЕВА Недвижимость;Sankt-Peterburg;Petrogradskij;Aptekarskij ostrov;Petrogradskaja
АДРЕС ПЛЮС;Sankt-Peterburg;Admiraltejskij;Kolomna;Baltijskaja
Будь первым;Sankt-Peterburg;Vyborgskij;Svetlanovskoe;Udel'naja
Риэлторские Услуги;Sankt-Peterburg;Frunzenskij;Dimitrova;Prospekt Slavy
Городской Центр Недвижимости;Sankt-Peterburg;Tsentral'nyj;Millionnaja;Admiraltejskaja
MASTER-GROUP Real Estate;Sankt-Peterburg;Tsentral'nyj;Zvenigorodskaja;Zvenigorodskaja
Дом мечты;Sankt-Peterburg;Petrogradskij;Zhdanovskaja;Chkalovskaja
Дом мечты;Sankt-Peterburg;Petrogradskij;Zhdanovskaja;Krestovskij ostrov
Владис Аврора;Sankt-Peterburg;Tsentral'nyj;Rubinshtejna;Dostoevskaja
Адвекс;Sankt-Peterburg;Tsentral'nyj;Rubinshtejna;Vladimirskaja
Анастасия Рахлина;Sankt-Peterburg;Nevskij;Rybatskoe;Obuhovo
Казанская площадь;Sankt-Peterburg;Admiraltejskij;Sennoj;Sadovaja
Адвекс;Sankt-Peterburg;Primorskij;Oskalenko;Chernaja rechka
Адвекс;Sankt-Peterburg;Petrogradskij;Zverinskaja;Sportivnaja
Арбат-недвижимость;Sankt-Peterburg;Petrogradskij;Kronverkskoe;Petrogradskaja
Дом мечты;Sankt-Peterburg;Petrogradskij;Chkalovskoe;Petrogradskaja
Русский Дом;Sankt-Peterburg;Tsentral'nyj;Vladimirskij;Vladimirskaja
РОСЛЕКС;Sankt-Peterburg;Petrogradskij;Zverinskaja;Sportivnaja
Петербургская Недвижимость;Sankt-Peterburg;Tsentral'nyj;Hersonskaja;Ploschad' Aleksandra Nevskogo
HOUSEHUNTERS;Sankt-Peterburg;Admiraltejskij;Sennoj;Sennaja ploschad'
Владис Аврора;Sankt-Peterburg;Admiraltejskij;Bol'shaja Morskaja;Admiraltejskaja
Динас;Sankt-Peterburg;Tsentral'nyj;Smol'ninskoe;Ploschad' Vosstanija
Адвекс;Sankt-Peterburg;Tsentral'nyj;Majakovskogo;Ploschad' Vosstanija
MASTER-GROUP Real Estate;Sankt-Peterburg;Primorskij;Juntolovo;Komendantskij prospekt
Торговый дом недвижимости;Sankt-Peterburg;Admiraltejskij;Gorohovaja;Sadovaja
Адвекс;Sankt-Peterburg;Petrogradskij;Bol'shaja Zelenina;Chkalovskaja
Home estate;Sankt-Peterburg;Tsentral'nyj;5-ja Sovetskaja;Ploschad' Vosstanija
Александр Рогов;Sankt-Peterburg;Tsentral'nyj;Ligovka-Jamskaja;Ploschad' Aleksandra Nevskogo
NEWдвижимость;Sankt-Peterburg;Vyborgskij;Botkinskaja;Ploschad' Lenina
Ostrov;Sankt-Peterburg;Petrogradskij;Zhdanovskaja;Chkalovskaja
Малахит;Sankt-Peterburg;Moskovskij;Tipanova;Moskovskaja
РУСКОЛ;Sankt-Peterburg;Petrogradskij;Esperova;Krestovskij ostrov
Prestige;Sankt-Peterburg;Tsentral'nyj;naberezhnaja Kanala Griboedova;Nevskij prospekt
ПетербургЪ Недвижимость;Sankt-Peterburg;Admiraltejskij;Ruzovskaja;Pushkinskaja
Фабрика Недвижимости;Sankt-Peterburg;Admiraltejskij;Bol'shaja Pod'jacheskaja;Sadovaja
Адвекс;Sankt-Peterburg;Admiraltejskij;Kanonerskaja;Sadovaja
Смарт Инновации;Sankt-Peterburg;Petrogradskij;Pionerskaja;Chkalovskaja
Жилфонд - Калининский;Sankt-Peterburg;Tsentral'nyj;Marata;Ligovskij prospekt
ЮСОН;Sankt-Peterburg;Vyborgskij;Shuvalovo-Ozerki;Ozerki
БЕСТ на Проспекте Мира;Sankt-Peterburg;Petrogradskij;Kemskaja;Krestovskij ostrov
Адвекс;Sankt-Peterburg;Admiraltejskij;Gorohovaja;Pushkinskaja
Дом мечты;Sankt-Peterburg;Tsentral'nyj;Vladimirskij;Dostoevskaja
CENTURY 21 Capital Petersburg;Sankt-Peterburg;Kalininskij;Komsomola;Ploschad' Lenina
Дом мечты;Sankt-Peterburg;Petrogradskij;Petrovskij;Krestovskij ostrov
NF GROUP  St Petersburg;Sankt-Peterburg;Vyborgskij;Aleksandra Matrosova;Lesnaja
NF GROUP  St Petersburg;Sankt-Peterburg;Krasnogvardejskij;Bol'shaja Ohta;Novocherkasskaja
Адвекс;Sankt-Peterburg;Petrogradskij;Bol'shaja Monetnaja;Gor'kovskaja
A-estate;Sankt-Peterburg;Vasileostrovskij;Gavanskaja;Primorskaja
Никита Лабецкий;Sankt-Peterburg;Krasnosel'skij;Jugo-Zapad;Leninskij prospekt
НЕВА Недвижимость;Sankt-Peterburg;Admiraltejskij;Kanonerskaja;Sadovaja
Никита Лабецкий;Sankt-Peterburg;Vyborgskij;Svetlanovskoe;Udel'naja
Адвекс;Sankt-Peterburg;Petrogradskij;Vvedenskij;Sportivnaja
Century 21 Гарант;Sankt-Peterburg;Admiraltejskij;Masterskaja;Sadovaja
Адвекс;Sankt-Peterburg;Petrogradskij;Bol'shaja Monetnaja;Petrogradskaja
ЮСОН;Sankt-Peterburg;Primorskij;Juntolovo;Komendantskij prospekt
ЮСОН;Sankt-Peterburg;Vyborgskij;Gdan'skaja;Udel'naja
НЕВА Недвижимость;Sankt-Peterburg;Krasnosel'skij;Ogorodnaja;Prospekt Veteranov
ЮСОН;Sankt-Peterburg;Tsentral'nyj;Sadovaja;Gostinyj dvor
Петербургская Недвижимость;Sankt-Peterburg;Tsentral'nyj;Rubinshtejna;Dostoevskaja
ЖИЛФОНД Санкт-Петербург;Sankt-Peterburg;Admiraltejskij;Sadovaja;Sadovaja
Никита Лабецкий;Sankt-Peterburg;Tsentral'nyj;Mytninskaja;Ploschad' Vosstanija
Владис Аврора;Sankt-Peterburg;Admiraltejskij;7-ja Krasnoarmejskaja;Frunzenskaja
Будь первым;Sankt-Peterburg;Krasnosel'skij;Juzhno-Primorskij;Leninskij prospekt
Торговый дом недвижимости;Sankt-Peterburg;Primorskij;Nikolaevskaja;Begovaja
ЭЦН;Sankt-Peterburg;Moskovskij;Zvezdnoe;Zvezdnaja
Адвекс;Sankt-Peterburg;Kirovskij;Knjazhevo;Prospekt Veteranov
Адвекс;Sankt-Peterburg;Admiraltejskij;7-ja Krasnoarmejskaja;Tehnologicheskij institut
Адвекс;Sankt-Peterburg;Tsentral'nyj;8-ja Sovetskaja;Ploschad' Vosstanija
Студия 78;Sankt-Peterburg;Tsentral'nyj;Smol'ninskoe;Chernyshevskaja
Адвекс;Sankt-Peterburg;Tsentral'nyj;Smol'ninskoe;Ploschad' Vosstanija
Адвекс;Sankt-Peterburg;Primorskij;Kolomjagi;Udel'naja
Century 21 Гарант;Sankt-Peterburg;Krasnosel'skij;Zdorovtseva;Prospekt Veteranov
Петербургский Риэлтор;Sankt-Peterburg;Tsentral'nyj;Smol'ninskoe;Novocherkasskaja
Панорама;Sankt-Peterburg;Tsentral'nyj;3-ja Sovetskaja;Ploschad' Vosstanija
Панорама;Sankt-Peterburg;Tsentral'nyj;Aleksandra Nevskogo;Ploschad' Aleksandra Nevskogo
Будь первым;Sankt-Peterburg;Kirovskij;Tankista Hrustitskogo;Prospekt Veteranov
ID 23937100;Sankt-Peterburg;Vasileostrovskij;Ostrov Dekabristov;Primorskaja
ЮСОН;Sankt-Peterburg;Admiraltejskij;Bol'shaja Morskaja;Admiraltejskaja
Дом мечты;Sankt-Peterburg;Petrogradskij;Zhdanovskaja;Krestovskij ostrov
МЕЙСОН;Sankt-Peterburg;Kurortnyj;Nikolaja Sokolova;Begovaja
НЕВА Недвижимость;Sankt-Peterburg;Primorskij;Ozero Dolgoe;Komendantskij prospekt
Итака;Sankt-Peterburg;Kalininskij;Politehnicheskaja;Ploschad' Muzhestva
Алена Фролова;Sankt-Peterburg;Frunzenskij;Turku;Mezhdunarodnaja
ЮСОН;Sankt-Peterburg;Primorskij;Staroderevenskaja;Staraja Derevnja
Адвекс;Sankt-Peterburg;Tsentral'nyj;Pushkinskaja;Ploschad' Vosstanija
КАПИТАЛ;Sankt-Peterburg;Tsentral'nyj;Chajkovskogo;Chernyshevskaja
ЮСОН;Sankt-Peterburg;Vasileostrovskij;Gavan';Vasileostrovskaja
Владис Аврора;Sankt-Peterburg;Vyborgskij;Tihookeanskaja;Parnas
Сергей Тарасов;Sankt-Peterburg;Petrogradskij;Chkalovskoe;Krestovskij ostrov
Масштаб Центр недвижимости;Sankt-Peterburg;Krasnosel'skij;Sosnovaja poljana;Leninskij prospekt
РУСКОЛ;Sankt-Peterburg;Frunzenskij;Budapeshtskaja;Dunajskaja
8 ЭТАЖ;Sankt-Peterburg;Krasnogvardejskij;Magnitogorskaja;Novocherkasskaja
Панорама;Sankt-Peterburg;Vasileostrovskij;Vasil'evskij;Vasileostrovskaja
Свободный Дом;Sankt-Peterburg;Tsentral'nyj;Bonch-Bruevicha;Ploschad' Aleksandra Nevskogo
Арго-недвижимость;Sankt-Peterburg;Tsentral'nyj;Vladimirskij;Ploschad' Vosstanija
БЮРО НЕДВИЖИМОСТИ No1;Sankt-Peterburg;Petrodvortsovyj;Krasnogo Flota;Avtovo
House Estate;Sankt-Peterburg;Tsentral'nyj;Kolomenskaja;Ligovskij prospekt
ЮркоН;Sankt-Peterburg;Tsentral'nyj;Kirochnaja;Chernyshevskaja
Петербургская Недвижимость;Sankt-Peterburg;Petrogradskij;Chkalovskoe;Petrogradskaja
CityRealty;Sankt-Peterburg;Admiraltejskij;Pochtamtskaja;Admiraltejskaja
Петербургская Недвижимость;Sankt-Peterburg;Vyborgskij;Esenina;Ozerki
Александр Рогов;Sankt-Peterburg;Admiraltejskij;Semenovskij;Pushkinskaja
ХочуКвартиру;Sankt-Peterburg;Vyborgskij;Svetlanovskoe;Ploschad' Muzhestva
ID 49550373;Sankt-Peterburg;Admiraltejskij;Malaja Morskaja;Admiraltejskaja
Магазин Квартир;Sankt-Peterburg;Petrogradskij;Chkalovskoe;Sportivnaja
Домината;Sankt-Peterburg;Krasnosel'skij;Marshala Kazakova;Avtovo
Панорама;Sankt-Peterburg;Petrogradskij;Kujbysheva;Gor'kovskaja
Городское агентство недвижимости;Sankt-Peterburg;Admiraltejskij;Verejskaja;Tehnologicheskij institut
Русский Фонд Недвижимости;Sankt-Peterburg;Tsentral'nyj;Litejnyj;Chernyshevskaja
Русский Фонд Недвижимости;Sankt-Peterburg;Moskovskij;Moskovskaja zastava;Moskovskie vorota
ВАРИАНТ;Sankt-Peterburg;Vasileostrovskij;prospekt Bol'shoj Vasil'evskogo ostrova;Vasileostrovskaja
Городское Жилищное Агентство;Sankt-Peterburg;Petrogradskij;Lenina;Petrogradskaja
Магазин Квартир;Sankt-Peterburg;Tsentral'nyj;Mohovaja;Chernyshevskaja
БЮРО НЕДВИЖИМОСТИ No1;Sankt-Peterburg;Moskovskij;Gastello;Moskovskaja
BEYOND. ex-Engel  Volkers;Sankt-Peterburg;Tsentral'nyj;Karavannaja;Gostinyj dvor
BEYOND. ex-Engel  Volkers;Sankt-Peterburg;Petrogradskij;Chkalovskoe;Krestovskij ostrov
BEYOND. ex-Engel  Volkers;Sankt-Peterburg;Petrogradskij;Kemskaja;Krestovskij ostrov
ПИА Недвижимость;Sankt-Peterburg;Petrogradskij;Petrovskij;Krestovskij ostrov
Русский Дом;Sankt-Peterburg;Tsentral'nyj;Pushkinskaja;Ploschad' Vosstanija
СОФИЯ;Sankt-Peterburg;Tsentral'nyj;Vladimirskij;Zvenigorodskaja
Городской Центр Недвижимости;Sankt-Peterburg;Admiraltejskij;Efimova;Sennaja ploschad'
Юнона;Sankt-Peterburg;Frunzenskij;Volkovskoe;Obvodnyj kanal
Панорама;Sankt-Peterburg;Vyborgskij;Shuvalovo-Ozerki;Prospekt Prosveschenija
Торговый дом недвижимости;Sankt-Peterburg;Vasileostrovskij;prospekt Bol'shoj Vasil'evskogo ostrova;Vasileostrovskaja
Магазин Квартир;Sankt-Peterburg;Petrogradskij;Barochnaja;Chkalovskaja
A-estate;Sankt-Peterburg;Vasileostrovskij;20-ja Vasil'evskogo ostrova linija;Gornyj institut
Адвекс;Sankt-Peterburg;Tsentral'nyj;Konstantina Zaslonova;Ligovskij prospekt
Никита Лабецкий;Sankt-Peterburg;Tsentral'nyj;Marata;Zvenigorodskaja
Адвекс;Sankt-Peterburg;Vyborgskij;Svetlanovskoe;Udel'naja
БЮРО НЕДВИЖИМОСТИ No1;Sankt-Peterburg;Primorskij;Primorskij prospekt;Staraja Derevnja
МЁД;Sankt-Peterburg;Admiraltejskij;11-ja Krasnoarmejskaja;Baltijskaja
Номер 1;Sankt-Peterburg;Petrogradskij;Aptekarskij ostrov;Petrogradskaja
Владимир Ромашко;Sankt-Peterburg;Tsentral'nyj;Borovaja;Ligovskij prospekt
Надежда Корецкая;Sankt-Peterburg;Tsentral'nyj;Litejnyj;Chernyshevskaja
Наталья Удалова;Sankt-Peterburg;Moskovskij;Sveaborgskaja;Elektrosila
ЦАРСКОСЕЛЬСКИЙ ДОМ;Sankt-Peterburg;Primorskij;Ozero Dolgoe;Komendantskij prospekt
Евгения Копкина;Sankt-Peterburg;Admiraltejskij;Izmajlovskoe;Frunzenskaja
Ольга Малова;Sankt-Peterburg;Tsentral'nyj;Smol'ninskoe;Chernyshevskaja
Недвижимость Двух Столиц;Sankt-Peterburg;Petrogradskij;S'ezzhinskaja;Sportivnaja
Номер 1;Sankt-Peterburg;Krasnosel'skij;Juzhno-Primorskij;Leninskij prospekt
Екатерина Владыка;Sankt-Peterburg;Petrogradskij;Lenina;Gor'kovskaja
Татьяна Ускова;Sankt-Peterburg;Tsentral'nyj;Litejnyj;Chernyshevskaja
Герман Николаев;Sankt-Peterburg;Tsentral'nyj;9-ja Sovetskaja;Ploschad' Vosstanija
Сергей Сомов;Sankt-Peterburg;Moskovskij;Varshavskaja;Moskovskaja
Валентина Забавина;Sankt-Peterburg;Petrogradskij;Bol'shaja Posadskaja;Gor'kovskaja
ИП Шутикова Е. С.;Sankt-Peterburg;Vasileostrovskij;Gavan';Vasileostrovskaja
Аватерра;Sankt-Peterburg;Tsentral'nyj;Litejnyj;Majakovskaja
Россита Габриелян;Sankt-Peterburg;Nevskij;Nevskaja zastava;Elizarovskaja
Татьяна Смельская;Sankt-Peterburg;Kirovskij;Podvodnika Kuz'mina;Leninskij prospekt
ID 93795738;Sankt-Peterburg;Tsentral'nyj;Smol'ninskoe;Chernyshevskaja
Ирина Прейс;Sankt-Peterburg;Tsentral'nyj;Litejnyj;Majakovskaja
ID 74343222;Sankt-Peterburg;Petrogradskij;Posadskij;Gor'kovskaja
ID 19705970;Sankt-Peterburg;Petrogradskij;Chkalovskoe;Krestovskij ostrov
ID 60318100;Sankt-Peterburg;Petrogradskij;Professora Popova;Petrogradskaja
ID 94761228;Sankt-Peterburg;Admiraltejskij;Bronnitskaja;Tehnologicheskij institut
ID 71535321;Sankt-Peterburg;Petrogradskij;Barmaleeva;Petrogradskaja
ID 10525972;Sankt-Peterburg;Tsentral'nyj;Zvenigorodskaja;Zvenigorodskaja
АН Константина Федорова;Sankt-Peterburg;Petrogradskij;Petrovskij;Sportivnaja
ID 97577149;Sankt-Peterburg;Vasileostrovskij;Vasil'evskij;Vasileostrovskaja
ID 55422400;Sankt-Peterburg;Petrogradskij;Aptekarskij ostrov;Petrogradskaja
СТРАТЕГИЯ;Sankt-Peterburg;Admiraltejskij;Sennoj;Sadovaja
ID 78417073;Sankt-Peterburg;Primorskij;Primorskij prospekt;Begovaja
Пальмира;Sankt-Peterburg;Vasileostrovskij;Ostrov Dekabristov;Primorskaja
ID 6885490;Sankt-Peterburg;Primorskij;Kolomjagi;Pionerskaja
ID 12366428;Sankt-Peterburg;Tsentral'nyj;Starorusskaja;Ploschad' Aleksandra Nevskogo
ID 13636910;Sankt-Peterburg;Nevskij;Latyshskih Strelkov;Prospekt Bol'shevikov
ID 10628717;Sankt-Peterburg;Admiraltejskij;7-ja Krasnoarmejskaja;Tehnologicheskij institut
ID 13949110;Sankt-Peterburg;Moskovskij;Smolenskaja;Frunzenskaja
Северный модерн;Sankt-Peterburg;Vasileostrovskij;14-ja Vasil'evskogo ostrova linija;Vasileostrovskaja
ID 10479970;Sankt-Peterburg;Tsentral'nyj;Furshtatskaja;Chernyshevskaja
ID 78283354;Sankt-Peterburg;Tsentral'nyj;Vladimirskij;Dostoevskaja
ID 101245607;Sankt-Peterburg;Tsentral'nyj;10-ja Sovetskaja;Ploschad' Vosstanija
ID 6370744;Sankt-Peterburg;Tsentral'nyj;Rubinshtejna;Dostoevskaja
ID 15708419;Sankt-Peterburg;Petrogradskij;Petrovskij;Krestovskij ostrov
Елена Бушуева;Sankt-Peterburg;Kalininskij;Akademika Lebedeva;Ploschad' Lenina
ID 18885221;Sankt-Peterburg;Admiraltejskij;Kolomna;Baltijskaja
Олеся Спиридонова;Sankt-Peterburg;Petrogradskij;Petrovskij;Sportivnaja
ID 6885490;Sankt-Peterburg;Primorskij;Gornaja;Udel'naja
ID 91556233;Sankt-Peterburg;Petrogradskij;Petrovskij;Krestovskij ostrov
ID 11119974;Sankt-Peterburg;Kirovskij;Dachnoe;Prospekt Veteranov
ID 90326088;Sankt-Peterburg;Moskovskij;Gagarinskoe;Park Pobedy
CITY LAND;Sankt-Peterburg;Petrogradskij;Krasnosel'skaja;Chkalovskaja
ID 71148938;Sankt-Peterburg;Tsentral'nyj;Vladimirskij;Zvenigorodskaja
ID 2329468;Sankt-Peterburg;Tsentral'nyj;Vladimirskij;Vladimirskaja
ID 67995436;Sankt-Peterburg;Petrogradskij;Vvedenskij;Sportivnaja
Группа Эталон;Sankt-Peterburg;Petrogradskij;Petrovskij;Krestovskij ostrov
ID 12813889;Sankt-Peterburg;Vasileostrovskij;7-ja Vasil'evskogo ostrova linija;Vasileostrovskaja
ID 5949226;Sankt-Peterburg;Petrogradskij;Chkalovskoe;Krestovskij ostrov
Группа Эталон;Sankt-Peterburg;Petrogradskij;Petrovskij;Krestovskij ostrov
ID 98623398;Sankt-Peterburg;Tsentral'nyj;Litejnyj;Chernyshevskaja
ID 89351093;Sankt-Peterburg;Moskovskij;Srednerogatskaja;Zvezdnaja
ПИК;Sankt-Peterburg;Vasileostrovskij;Gavan';Primorskaja
Группа Эталон;Sankt-Peterburg;Petrogradskij;Petrovskij;Krestovskij ostrov
Группа Эталон;Sankt-Peterburg;Petrogradskij;Petrovskij;Krestovskij ostrov
Группа Эталон;Sankt-Peterburg;Petrogradskij;Petrovskij;Krestovskij ostrov
Группа Эталон;Sankt-Peterburg;Petrogradskij;Petrovskij;Krestovskij ostrov
Группа Эталон;Sankt-Peterburg;Petrogradskij;Petrovskij;Krestovskij ostrov
Диана Коноплёва;Sankt-Peterburg;Primorskij;Juntolovo;Komendantskij prospekt
Дмитрий Гоглев;Sankt-Peterburg;Moskovskij;Altajskaja;Moskovskaja
