author;author_type;city;floor;floors_count;rooms_count;total_meters;price_per_m2;price;year_of_construction;living_meters;kitchen_meters;district;street;underground
Эрмитаж Галерея Недвижимости;Агентство недвижимости;Sankt-Peterburg;4;6;4;95.5;115183.0;11000000;1915;66.7;8.2;Moskovskij;Koli Tomchaka;Moskovskie vorota
Петербургский Риэлтор;Агентство недвижимости;Sankt-Peterburg;3;5;4;66.2;166163.0;11000000;1837;;;Admiraltejskij;8-ja Krasnoarmejskaja;Baltijskaja
Никита Лабецкий;Риелтор;Sankt-Peterburg;6;6;4;78.5;141401.0;11100000;1912;50.0;8.2;Petrogradskij;Chkalovskoe;Petrogradskaja
Панорама;Агентство недвижимости;Sankt-Peterburg;6;9;4;74.3;149394.0;11100000;1968;55.0;6.7;Kalininskij;Akademicheskoe;Akademicheskaja
Никита Лабецкий;Риелтор;Sankt-Peterburg;11;17;4;70.7;159830.0;11299999;2014;44.5;8.1;Krasnosel'skij;2-ja Komsomol'skaja;Prospekt Veteranov
Адвекс;Агентство недвижимости;Sankt-Peterburg;9;9;4;76.8;146484.0;11250000;1975;54.0;9.4;Frunzenskij;Kupchinskaja;
Панорама;Агентство недвижимости;Sankt-Peterburg;1;9;4;72.7;154745.0;11250000;1974;45.9;7.0;Vyborgskij;Poeticheskij bul'var;Prospekt Prosveschenija
Кристина Ступникова;Риелтор;Sankt-Peterburg;8;9;4;74.2;153638.0;11400000;1975;49.0;6.4;Vyborgskij;prospekt Prosveschenija;Prospekt Prosveschenija
АЛЬЯНС ПЛЮС;Агентство недвижимости;Sankt-Peterburg;7;9;4;77.0;146753.0;11300000;1972;54.4;10.0;Frunzenskij;Dimitrova;Kupchino
Будь первым;Агентство недвижимости;Sankt-Peterburg;1;9;4;74.0;155405.0;11500000;1980;50.0;7.0;Kalininskij;Akademicheskoe;Politehnicheskaja
Адвекс;Агентство недвижимости;Sankt-Peterburg;3;9;4;74.3;154777.0;11500000;1968;55.0;6.7;Kalininskij;Akademicheskoe;Akademicheskaja
Homeplus;Агентство недвижимости;Sankt-Peterburg;2;9;4;74.1;155195.0;11500000;1972;52.1;6.4;Nevskij;Kollontaj;Prospekt Bol'shevikov
Будь первым;Агентство недвижимости;Sankt-Peterburg;5;12;4;94.2;122080.0;11500000;1989;62.3;15.0;Kolpinskij;Moskovskaja;Shushary
Галина Фомина;Риелтор;Sankt-Peterburg;6;9;4;72.0;159722.0;11500000;1969;42.0;19.0;Frunzenskij;Bely Kuna;Mezhdunarodnaja
Ирина Ходыкина;Риелтор;Sankt-Peterburg;3;4;4;90.94;126457.0;11500000;1937;63.7;11.0;Vyborgskij;Priozerskoe shosse;
Петербургский Риэлтор;Агентство недвижимости;Sankt-Peterburg;7;9;4;73.3;158253.0;11600000;1980;39.6;8.0;Kolpinskij;bul'var Trudjaschihsja;
МАКРОМИР НЕДВИЖИМОСТЬ;Агентство недвижимости;Sankt-Peterburg;2;9;4;77.1;152399.0;11750000;1973;55.0;10.0;Frunzenskij;Dimitrova;Prospekt Slavy
НЕВА Недвижимость;Агентство недвижимости;Sankt-Peterburg;2;2;4;91.3;129244.0;11800000;1917;59.0;9.8;Frunzenskij;Rasstannaja;Volkovskaja
Елена Мелентьева;Риелтор;Sankt-Peterburg;8;9;4;78.0;151282.0;11800000;1974;53.0;10.0;Frunzenskij;Jaroslava Gasheka;Dunajskaja
Владис Аврора;Агентство недвижимости;Sankt-Peterburg;9;9;4;74.5;161000.0;11994500;1968;55.1;6.7;Kalininskij;Akademicheskoe;Akademicheskaja
Адвекс;Агентство недвижимости;Sankt-Peterburg;5;5;4;90.0;133322.0;11999000;1959;64.5;10.0;Nevskij;Narodnyj;Lomonosovskaja
Панорама;Агентство недвижимости;Sankt-Peterburg;2;9;4;77.7;153796.0;11950000;1973;55.0;10.4;Frunzenskij;Dimitrova;Prospekt Slavy
ЭВО;Агентство недвижимости;Sankt-Peterburg;3;4;4;70.0;170000.0;11900000;1878;50.4;5.4;Tsentral'nyj;9-ja Sovetskaja;Ploschad' Vosstanija
Панорама;Агентство недвижимости;Sankt-Peterburg;5;5;4;74.44;159860.0;11900000;1903;48.5;10.5;Vasileostrovskij;Vasil'evskij;Vasileostrovskaja
Торговый дом недвижимости;Агентство недвижимости;Sankt-Peterburg;9;10;4;77.7;153153.0;11900000;1973;55.0;10.0;Frunzenskij;Kupchinskaja;Kupchino
Пальмира;Агентство недвижимости;Sankt-Peterburg;8;10;4;88.0;136363.0;12000000;1996;55.0;15.3;Primorskij;Juntolovo;Komendantskij prospekt
Бюро Недвижимости;Агентство недвижимости;Sankt-Peterburg;5;12;4;104.8;114503.0;12000000;2010;65.7;10.7;Krasnosel'skij;Marshala Zaharova;Leninskij prospekt
Апартаменты Петербурга;Агентство недвижимости;Sankt-Peterburg;2;6;4;112.0;107142.0;12000000;2011;68.7;13.6;Pushkinskij;Slavjanka ter.;Zvezdnaja
Юлия Борисова;Риелтор;Sankt-Peterburg;1;9;4;110.9;108205.0;12000000;1981;65.3;18.7;Krasnosel'skij;Doblesti;Leninskij prospekt
КомиссиON ВТБ;Агентство недвижимости;Sankt-Peterburg;5;5;4;111.5;109506.0;12210000;1869;78.0;12.1;Tsentral'nyj;Chernjahovskogo;Ligovskij prospekt
Петроград;Агентство недвижимости;Sankt-Peterburg;2;3;4;85.5;142923.0;12220000;1967;;10.7;Kurortnyj;Primorskoe shosse;
ЦАРСКОСЕЛЬСКИЙ ДОМ;Агентство недвижимости;Sankt-Peterburg;2;3;4;100.9;122884.0;12399000;1952;69.3;10.8;Kolpinskij;naberezhnaja Komsomol'skogo Kanala;Shushary
МАКРОМИР НЕДВИЖИМОСТЬ;Агентство недвижимости;Sankt-Peterburg;3;3;4;99.1;124117.0;12300000;1865;72.6;12.8;Tsentral'nyj;Borovaja;Obvodnyj kanal
ЭЦН;Агентство недвижимости;Sankt-Peterburg;4;5;4;91.2;134868.0;12300000;1964;68.4;6.1;Kirovskij;Tankista Hrustitskogo;Leninskij prospekt
Марина Семенцова;Риелтор;Sankt-Peterburg;1;5;4;80.4;152860.0;12290000;1875;48.7;11.7;Tsentral'nyj;Pushkinskaja;Vladimirskaja
Панорама;Агентство недвижимости;Sankt-Peterburg;2;4;4;78.1;159923.0;12490000;1917;51.6;9.3;Tsentral'nyj;Kolomenskaja;Ligovskij prospekt
Адвекс;Агентство недвижимости;Sankt-Peterburg;3;3;4;108.4;115313.0;12500000;1879;78.4;20.0;Tsentral'nyj;Marata;Zvenigorodskaja
Горжилобмен;Агентство недвижимости;Sankt-Peterburg;4;6;4;77.4;162144.0;12550000;1912;54.0;7.8;Petrogradskij;Chkalovskoe;Chkalovskaja
МАКРОМИР НЕДВИЖИМОСТЬ;Агентство недвижимости;Sankt-Peterburg;10;16;4;108.1;116558.0;12600000;2011;62.0;16.0;Krasnosel'skij;Gorelovo;Prospekt Veteranov
Эрмитаж Галерея Недвижимости;Агентство недвижимости;Sankt-Peterburg;3;5;4;116.8;107020.0;12500000;2010;56.1;26.4;Pushkinskij;Galitskaja;Moskovskaja
АДРЕСАТ;Агентство недвижимости;Sankt-Peterburg;1;10;4;89.7;139353.0;12500000;1987;61.0;12.0;Primorskij;Dolgoozernaja;Komendantskij prospekt
Панорама;Агентство недвижимости;Sankt-Peterburg;10;19;4;84.0;151190.0;12699990;2020;58.4;17.5;Primorskij;Kolomjagi;Komendantskij prospekt
Петербургская Недвижимость;Агентство недвижимости;Sankt-Peterburg;7;10;4;72.8;174450.0;12700000;1993;50.2;6.5;Moskovskij;Zvezdnaja;Zvezdnaja
Адвекс;Агентство недвижимости;Sankt-Peterburg;5;9;4;77.5;165161.0;12800000;1972;54.9;9.9;Nevskij;Okkervil';Prospekt Bol'shevikov
Коллегия Риэлторов;Агентство недвижимости;Sankt-Peterburg;6;9;4;82.3;155528.0;12800000;1971;55.2;10.0;Vasileostrovskij;Nalichnaja;
CENTURY 21 Capital Petersburg;Агентство недвижимости;Sankt-Peterburg;2;6;4;90.1;141953.0;12790000;1909;59.7;12.8;Vasileostrovskij;Opochinina;Primorskaja
Петербургский Риэлтор;Агентство недвижимости;Sankt-Peterburg;2;9;4;77.8;164395.0;12790000;1973;55.2;11.0;Vyborgskij;Rudneva;Prospekt Prosveschenija
ЖИЛФОНД Санкт-Петербург;Агентство недвижимости;Sankt-Peterburg;1;9;4;82.9;153799.0;12750000;1977;59.2;6.1;Primorskij;Komendantskij aerodrom;Pionerskaja
Дом мечты;Агентство недвижимости;Sankt-Peterburg;1;10;4;112.6;115364.0;12990000;2010;67.9;12.2;Krasnosel'skij;Marshala Zaharova;Leninskij prospekt
Владис Аврора;Агентство недвижимости;Sankt-Peterburg;1;9;4;89.2;144618.0;12900000;2004;61.0;8.8;Vyborgskij;Sosnovskoe;Ozerki
Адвекс;Агентство недвижимости;Sankt-Peterburg;4;5;4;83.4;155863.0;12999000;1863;58.2;7.1;Admiraltejskij;10-ja Krasnoarmejskaja;Tehnologicheskij institut
IN HOME-НЕДВИЖИМОСТЬ;Агентство недвижимости;Sankt-Peterburg;4;6;4;97.9;131767.0;12900000;1908;61.0;16.0;Vasileostrovskij;10-ja Vasil'evskogo ostrova linija;Vasileostrovskaja
Петербургская Недвижимость;Агентство недвижимости;Sankt-Peterburg;5;6;4;79.5;163509.0;12999000;1917;55.0;7.4;Tsentral'nyj;Voronezhskaja;Obvodnyj kanal
Будь первым;Агентство недвижимости;Sankt-Peterburg;1;6;4;115.0;112869.0;12980000;1906;66.2;13.8;Admiraltejskij;Sojuza pechatnikov;Baltijskaja
Будь первым;Агентство недвижимости;Sankt-Peterburg;12;25;4;92.5;141081.0;13050000;2019;62.9;12.5;Krasnogvardejskij;Poljustrovo;Devjatkino
Адвекс;Агентство недвижимости;Sankt-Peterburg;8;9;4;97.4;133470.0;13000000;2011;69.5;11.0;Krasnosel'skij;Osvobozhdenija;Prospekt Veteranov
Адвекс;Агентство недвижимости;Sankt-Peterburg;2;3;4;92.0;141304.0;13000000;1881;53.8;8.5;Tsentral'nyj;Chernjahovskogo;Ligovskij prospekt
Надежда;Агентство недвижимости;Sankt-Peterburg;5;9;4;73.4;177111.0;13000000;1968;54.3;6.8;Frunzenskij;Bely Kuna;Mezhdunarodnaja
Агентство недвижимости Сергея Галлера;Агентство недвижимости;Sankt-Peterburg;6;6;4;70.3;184921.0;13000000;1917;46.4;8.1;Vasileostrovskij;3-ja Vasil'evskogo ostrova linija;Vasileostrovskaja
Ваш Выбор Санкт-Петербург;Агентство недвижимости;Sankt-Peterburg;2;4;4;88.2;150793.0;13300000;1953;66.0;9.5;Frunzenskij;Volkovskoe;
ЮСОН;Агентство недвижимости;Sankt-Peterburg;2;17;4;100.0;135000.0;13500000;1997;57.8;15.0;Primorskij;Ozero Dolgoe;Komendantskij prospekt
Адвекс;Агентство недвижимости;Sankt-Peterburg;4;5;4;86.4;156481.0;13520000;1963;51.1;22.6;Kirovskij;Tankista Hrustitskogo;Prospekt Veteranov
Адвекс;Агентство недвижимости;Sankt-Peterburg;3;4;4;89.7;150501.0;13500000;1936;62.0;9.2;Pushkinskij;Krasnosel'skoe shosse;
Академия - центральный офис;Агентство недвижимости;Sankt-Peterburg;4;4;4;97.9;137895.0;13500000;1951;69.9;9.5;Krasnogvardejskij;Bol'shaja Ohta;Novocherkasskaja
Будь первым;Агентство недвижимости;Sankt-Peterburg;1;3;4;98.1;137604.0;13499000;1906;71.0;15.9;Tsentral'nyj;Dnepropetrovskaja;Obvodnyj kanal
РУСКОЛ;Агентство недвижимости;Sankt-Peterburg;3;6;4;92.0;146739.0;13500000;1960;66.0;8.6;Frunzenskij;Volkovskoe;Obvodnyj kanal
Семейный Риэлтор;Агентство недвижимости;Sankt-Peterburg;2;5;4;94.8;143449.0;13599000;1934;80.8;8.0;Vyborgskij;Sampsonievskoe;Lesnaja
Агентство недвижимости Сергея Галлера;Агентство недвижимости;Sankt-Peterburg;6;9;4;79.0;172151.0;13600000;1974;54.5;6.9;Vasileostrovskij;Korablestroitelej;Primorskaja
HOUSEHUNTERS;Агентство недвижимости;Sankt-Peterburg;11;18;4;92.7;146709.0;13600000;2015;63.0;12.6;Krasnogvardejskij;Poljustrovo;Devjatkino
Адвекс;Агентство недвижимости;Sankt-Peterburg;1;7;4;81.3;169741.0;13800000;1989;56.8;8.0;Krasnogvardejskij;Malaja Ohta;Novocherkasskaja
МАКРОМИР НЕДВИЖИМОСТЬ;Агентство недвижимости;Sankt-Peterburg;1;4;4;54.4;255514.0;13900000;;42.0;10.0;Admiraltejskij;Izmajlovskoe;Tehnologicheskij institut
Будь первым;Агентство недвижимости;Sankt-Peterburg;4;6;4;85.2;163145.0;13900000;1910;52.1;12.4;Vasileostrovskij;Vesel'naja;Vasileostrovskaja
Адвекс;Агентство недвижимости;Sankt-Peterburg;5;5;4;82.6;169370.0;13990000;1910;53.0;7.6;Tsentral'nyj;Konnaja;Ploschad' Aleksandra Nevskogo
Риэлторские Услуги;Агентство недвижимости;Sankt-Peterburg;3;4;4;110.0;127272.0;14000000;1873;68.0;15.0;Admiraltejskij;Dekabristov;Sadovaja
Лидер недвижимости;Агентство недвижимости;Sankt-Peterburg;2;5;4;89.0;157303.0;14000000;1959;65.3;9.5;Kirovskij;Dvinskaja;Baltijskaja
Лидер недвижимости;Агентство недвижимости;Sankt-Peterburg;3;3;4;76.0;184210.0;14000000;1885;52.2;8.5;Vasileostrovskij;16-ja Vasil'evskogo ostrova linija;Vasileostrovskaja
Торговый дом недвижимости;Агентство недвижимости;Sankt-Peterburg;4;9;4;79.5;175471.0;13950000;1970;57.1;9.0;Frunzenskij;Budapeshtskaja;Mezhdunarodnaja
Итака;Агентство недвижимости;Sankt-Peterburg;5;6;4;98.8;143724.0;14200000;;75.0;8.3;Vasileostrovskij;Gavan';Vasileostrovskaja
ЮВИКОЛ;Агентство недвижимости;Sankt-Peterburg;4;12;4;94.7;149947.0;14200000;1988;62.5;14.9;Primorskij;Ozero Dolgoe;Komendantskij prospekt
Первое Красносельское;Агентство недвижимости;Sankt-Peterburg;4;4;4;85.7;165694.0;14200000;1851;56.0;10.4;Admiraltejskij;Kolomna;Sadovaja
Апартаменты Петербурга;Агентство недвижимости;Sankt-Peterburg;6;6;4;105.0;136666.0;14350000;1913;70.5;10.0;Frunzenskij;Borovaja;Obvodnyj kanal
Адвекс;Агентство недвижимости;Sankt-Peterburg;4;10;4;108.8;132352.0;14400000;2008;69.4;10.8;Primorskij;Optikov;Staraja Derevnja
Адвекс;Агентство недвижимости;Sankt-Peterburg;1;17;4;89.1;162738.0;14500000;2007;55.3;8.7;Moskovskij;Zvezdnoe;Zvezdnaja
ФЕОДАЛ;Агентство недвижимости;Sankt-Peterburg;4;15;4;90.8;159691.0;14500000;2011;56.0;10.7;Primorskij;Mebel'naja;Begovaja
Городская Служба Недвижимости;Агентство недвижимости;Sankt-Peterburg;19;25;4;99.7;144433.0;14400000;2012;63.0;10.9;Krasnosel'skij;Marshala Kazakova;
Ирина Прейс;Риелтор;Sankt-Peterburg;2;3;4;97.4;148870.0;14500000;1900;74.8;8.2;Tsentral'nyj;Smol'ninskoe;Ploschad' Vosstanija
АНТАРЕС трейд;Агентство недвижимости;Sankt-Peterburg;2;4;4;85.1;171562.0;14600000;1903;51.0;19.0;Vasileostrovskij;12-ja Vasil'evskogo ostrova linija;Vasileostrovskaja
Адвекс;Агентство недвижимости;Sankt-Peterburg;7;7;4;98.5;149238.0;14700000;1962;65.4;10.0;Nevskij;Ivanovskaja;Lomonosovskaja
Владис Аврора;Агентство недвижимости;Sankt-Peterburg;2;5;4;59.0;252542.0;14900000;1901;42.0;8.5;Frunzenskij;Tambovskaja;Obvodnyj kanal
Свой Мир;Агентство недвижимости;Sankt-Peterburg;3;3;4;109.2;135531.0;14800000;1961;78.3;10.2;Pushkinskij;Leningradskaja;Kupchino
Аристократ;Агентство недвижимости;Sankt-Peterburg;4;16;4;96.0;154166.0;14800000;1989;63.1;15.0;Primorskij;Juntolovo;Komendantskij prospekt
Омега;Агентство недвижимости;Sankt-Peterburg;5;6;4;97.0;152577.0;14800000;2006;70.0;12.0;Primorskij;Rjabinovaja;Udel'naja
Панорама;Агентство недвижимости;Sankt-Peterburg;3;6;4;78.4;188775.0;14800000;1909;50.0;9.1;Petrogradskij;Petrovskij;Chkalovskaja
ПРИОРИТЕТ;Агентство недвижимости;Sankt-Peterburg;4;5;4;110.1;134423.0;14800000;1908;67.0;8.8;Tsentral'nyj;Vladimirskij;Ligovskij prospekt
Кремлёвские Ключи;Агентство недвижимости;Sankt-Peterburg;2;5;4;102.0;147058.0;15000000;1917;44.8;19.5;Vasileostrovskij;Vasil'evskij;Vasileostrovskaja
Колвэй;Агентство недвижимости;Sankt-Peterburg;3;4;4;99.0;151414.0;14990000;1936;65.4;10.0;Pushkinskij;Krasnosel'skoe shosse;Kupchino
Адвекс;Агентство недвижимости;Sankt-Peterburg;3;5;4;65.5;228854.0;14990000;1872;43.6;7.7;Admiraltejskij;Kolomna;Sennaja ploschad'
МАКРОМИР НЕДВИЖИМОСТЬ;Агентство недвижимости;Sankt-Peterburg;6;6;4;84.0;178571.0;15000000;1900;51.1;9.0;Tsentral'nyj;Ligovka-Jamskaja;Majakovskaja
МАКРОМИР НЕДВИЖИМОСТЬ;Агентство недвижимости;Sankt-Peterburg;5;6;4;66.3;226244.0;15000000;1899;46.0;8.0;Petrogradskij;Lenina;Petrogradskaja
Феникс Недвижимость;Агентство недвижимости;Sankt-Peterburg;6;7;4;95.6;156903.0;15000000;1911;64.9;11.4;Tsentral'nyj;Konnaja;
ТОЧКАДОМ;Агентство недвижимости;Sankt-Peterburg;5;5;4;90.6;165011.0;14950000;1925;50.0;25.0;Kirovskij;Narvskij;Narvskaja
Первое Агентство Недвижимости;Агентство недвижимости;Sankt-Peterburg;4;4;4;87.0;172413.0;14999999;1756;65.3;8.0;Admiraltejskij;Sadovaja;Sadovaja
Петербургская Недвижимость;Агентство недвижимости;Sankt-Peterburg;5;13;4;94.0;159574.0;15000000;1994;68.2;10.0;Krasnosel'skij;Juzhno-Primorskij;Avtovo
Торговый Дом Недвижимости;Агентство недвижимости;Sankt-Peterburg;1;6;4;75.0;200000.0;15000000;1916;61.0;10.0;Petrogradskij;Bol'shaja Posadskaja;Gor'kovskaja
Наталья Власова;Риелтор;Sankt-Peterburg;3;6;4;78.4;191326.0;15000000;1909;47.7;9.1;Petrogradskij;Petrovskij;Chkalovskaja
HOME INVEST;Агентство недвижимости;Sankt-Peterburg;9;16;4;111.0;136036.0;15100000;2009;70.7;11.0;Primorskij;Bogatyrskij prospekt;Komendantskij prospekt
Петербургская Недвижимость;Агентство недвижимости;Sankt-Peterburg;6;6;4;73.7;208955.0;15400000;1837;51.4;12.1;Admiraltejskij;Sennoj;Sadovaja
